Sno,Organisation,Location,Date,Rocket Status,Mission Status
1430,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Aug 17, 1996 01:53 UTC",Retired,Success
1431,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 14, 1996 22:21 UTC",Retired,Success
1432,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 08, 1996 22:49 UTC",Retired,Success
1433,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Jul 25, 1996 12:42 UTC",Retired,Success
1434,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Jul 16, 1996 00:50 UTC",Retired,Success
1435,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Jul 09, 1996 22:24 UTC",Retired,Success
1436,CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Jul 03, 1996 10:47 UTC",Retired,Success
1437,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jul 03, 1996 00:31 UTC",Retired,Success
1438,Northrop,"Stargazer, Vandenberg AFB, California, USA","Tue Jul 02, 1996 07:48 UTC",Active,Success
1439,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Jun 20, 1996 14:49 UTC",Retired,Success
1440,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Jun 15, 1996 06:55 UTC",Retired,Success
1441,ESA,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Jun 04, 1996 12:34 UTC",Retired,Success
1442,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri May 24, 1996 01:10 UTC",Retired,Success
1443,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun May 19, 1996 10:30 UTC",Retired,Success
1444,Northrop,"Stargazer, Vandenberg AFB, California, USA","Fri May 17, 1996 02:44 UTC",Retired,Success
1445,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu May 16, 1996 01:56 UTC",Retired,Success
1446,Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Sun May 12, 1996 21:32 UTC",Retired,Success
1447,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Apr 30, 1996 04:31 UTC",Retired,Success
1448,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Apr 24, 1996 23:37 UTC",Retired,Success
1449,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 24, 1996 13:00 UTC",Retired,Success
1450,Boeing,"SLC-2W, Vandenberg AFB, California, USA","Wed Apr 24, 1996 12:27 UTC",Retired,Success
1451,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Apr 20, 1996 22:36 UTC",Retired,Success
1452,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Apr 03, 1996 23:01 UTC",Retired,Success
1453,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Mar 28, 1996 00:21 UTC",Retired,Success
1454,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Mar 22, 1996 08:13 UTC",Retired,Success
1455,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Mar 21, 1996 04:53 UTC",Retired,Success
1456,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Mar 14, 1996 07:11 UTC",Retired,Success
1457,Northrop,"Stargazer, Vandenberg AFB, California, USA","Sat Mar 09, 1996 01:53 UTC",Active,Success
1458,Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Feb 24, 1996 11:24 UTC",Retired,Success
1459,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Feb 22, 1996 20:18 UTC",Retired,Success
1460,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Feb 19, 1996 00:58 UTC",Retired,Success
1461,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Feb 17, 1996 20:43 UTC",Retired,Success
1462,CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Feb 14, 1996 19:01 UTC",Active,Success
1463,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Feb 05, 1996 07:19 UTC",Retired,Success
1464,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Feb 01, 1996 01:15 UTC",Retired,Success
1465,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 16, 1996 15:33 UTC",Retired,Success
1466,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sun Jan 14, 1996 11:10 UTC",Retired,Success
1467,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jan 12, 1996 23:10 UTC",Retired,Success
1468,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Jan 11, 1996 09:41 UTC",Retired,Success
1469,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Dec 30, 1995 13:48 UTC",Retired,Success
1470,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Dec 28, 1995 11:50 UTC",Retired,Success
1471,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Dec 28, 1995 06:45 UTC",Retired,Success
1472,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Dec 20, 1995 00:52 UTC",Retired,Success
1473,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1995 00:23 UTC",Retired,Success
1474,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Dec 06, 1995 23:23 UTC",Retired,Success
1475,Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Tue Dec 05, 1995 21:18 UTC",Retired,Success
1476,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 02, 1995 08:08 UTC",Retired,Success
1477,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Nov 28, 1995 11:30 UTC",Retired,Success
1478,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Nov 17, 1995 01:20 UTC",Retired,Success
1479,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Nov 12, 1995 12:30 UTC",Retired,Success
1480,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Nov 06, 1995 05:15 UTC",Retired,Success
1481,Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Nov 04, 1995 14:22 UTC",Retired,Success
1482,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Oct 31, 1995 20:19 UTC",Retired,Success
1483,EER,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon Oct 23, 1995 22:03 UTC",Retired,Success
1484,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun Oct 22, 1995 08:00 UTC",Retired,Success
1485,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Oct 20, 1995 13:53 UTC",Retired,Success
1486,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Oct 19, 1995 00:28 UTC",Retired,Success
1487,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 06, 1995 03:23 UTC",Retired,Success
1488,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sun Sep 24, 1995 00:06 UTC",Retired,Success
1489,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 07, 1995 15:09 UTC",Retired,Success
1490,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Sep 05, 1995 11:10 UTC",Retired,Success
1491,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Aug 31, 1995 06:50 UTC",Retired,Success
1492,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Aug 29, 1995 06:41 UTC",Retired,Success
1493,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Aug 29, 1995 00:53 UTC",Retired,Success
1494,Lockheed,"SLC-6, Vandenberg AFB, California, USA","Tue Aug 15, 1995 22:30 UTC",Retired,Success
1495,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 09, 1995 01:21 UTC",Retired,Success
1496,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 03, 1995 22:58 UTC",Retired,Success
1497,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 02, 1995 23:59 UTC",Retired,Success
1498,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Mon Jul 31, 1995 23:30 UTC",Retired,Success
1499,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Jul 13, 1995 13:41 UTC",Retired,Success
1500,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Jul 10, 1995 12:38 UTC",Retired,Success
1501,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jul 07, 1995 16:23 UTC",Retired,Success
1502,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jul 05, 1995 03:09 UTC",Retired,Success
1503,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Jun 27, 1995 19:32 UTC",Retired,Success
1504,Northrop,"Stargazer, Vandenberg AFB, California, USA","Thu Jun 22, 1995 19:58 UTC",Active,Success
1505,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Jun 10, 1995 00:24 UTC",Retired,Success
1506,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Thu Jun 08, 1995 04:43 UTC",Retired,Success
1507,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed May 31, 1995 15:27 UTC",Retired,Success
1508,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed May 24, 1995 20:10 UTC",Retired,Success
1509,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue May 23, 1995 05:52 UTC",Retired,Success
1510,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed May 17, 1995 06:34 UTC",Retired,Success
1511,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun May 14, 1995 13:45 UTC",Retired,Success
1512,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Apr 21, 1995 01:44 UTC",Retired,Success
1513,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Apr 07, 1995 23:47 UTC",Retired,Success
1514,IAI,"Pad 1, Palmachim Airbase, Israel","Wed Apr 05, 1995",Retired,Success
1515,Northrop,"Stargazer, Vandenberg AFB, California, USA","Mon Apr 03, 1995 13:48 UTC",Retired,Success
1516,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Mar 28, 1995 11:19 UTC",Retired,Success
1517,MITT,"Site 158, Plesetsk Cosmodrome, Russia","Tue Mar 28, 1995 10:00 UTC",Retired,Success
1518,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Fri Mar 24, 1995 14:05 UTC",Retired,Success
1519,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Mar 22, 1995 06:18 UTC",Retired,Success
1520,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Mar 22, 1995 04:09 UTC",Retired,Success
1521,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Mar 18, 1995 08:01 UTC",Retired,Success
1522,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Mar 02, 1995 13:00 UTC",Retired,Success
1523,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Mar 02, 1995 06:38 UTC",Retired,Success
1524,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Feb 03, 1995 05:22 UTC",Retired,Success
1525,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun Jan 29, 1995 01:25 UTC",Retired,Success
1526,CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Jan 25, 1995 22:40 UTC",Retired,Success
1527,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 24, 1995 03:54 UTC",Retired,Success
1528,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sun Jan 15, 1995 13:45 UTC",Retired,Success
1529,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Jan 10, 1995 06:18 UTC",Retired,Success
1530,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Fri Dec 30, 1994 10:02 UTC",Retired,Success
1531,VKS RF,"Site 175/58, Baikonur Cosmodrome, Kazakhstan","Mon Dec 26, 1994",Retired,Success
1532,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Mon Dec 26, 1994 22:26 UTC",Retired,Success
1533,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Dec 22, 1994 22:19 UTC",Retired,Success
1534,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Dec 20, 1994 05:10 UTC",Retired,Success
1535,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Dec 14, 1994 14:21 UTC",Retired,Success
1536,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Dec 01, 1994 22:57 UTC",Retired,Success
1537,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Nov 29, 1994 17:02 UTC",Active,Success
1538,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Nov 29, 1994 10:21 UTC",Retired,Success
1539,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Nov 29, 1994 02:54 UTC",Retired,Success
1540,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Thu Nov 24, 1994 09:15 UTC",Retired,Success
1541,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Nov 04, 1994 05:47 UTC",Retired,Success
1542,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Nov 03, 1994 16:59 UTC",Retired,Success
1543,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Nov 02, 1994 01:04 UTC",Retired,Success
1544,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Nov 01, 1994 09:31 UTC",Retired,Success
1545,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Nov 01, 1994 00:37 UTC",Retired,Success
1546,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Sat Oct 15, 1994 05:05 UTC",Retired,Success
1547,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Oct 11, 1994 14:30 UTC",Retired,Success
1548,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Oct 08, 1994 01:07 UTC",Retired,Success
1549,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Oct 06, 1994 06:35 UTC",Retired,Success
1550,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 30, 1994 11:16 UTC",Retired,Success
1551,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 27, 1994 14:00 UTC",Retired,Success
1552,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Sep 09, 1994 22:22 UTC",Retired,Success
1553,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Sep 09, 1994 00:29 UTC",Retired,Success
1554,Northrop,"NB-52B Carrier, Edwards AFB, California, USA","Sat Sep 03, 1994 14:38 UTC",Retired,Success
1555,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Mon Aug 29, 1994 17:38 UTC",Retired,Success
1556,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Aug 28, 1994 07:50 UTC",Retired,Success
1557,CASC,"LC-2, Xichang Satellite Launch Center, China","Sat Aug 27, 1994 23:10 UTC",Retired,Success
1558,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Aug 27, 1994 08:58 UTC",Retired,Success
1559,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Aug 26, 1994 12:00 UTC",Retired,Success
1560,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 23, 1994 14:31 UTC",Retired,Success
1561,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Aug 10, 1994 23:05 UTC",Retired,Success
1562,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Fri Aug 05, 1994 01:12 UTC",Retired,Success
1563,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Aug 03, 1994 23:57 UTC",Retired,Success
1564,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Aug 02, 1994",Retired,Success
1565,CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Jul 21, 1994 10:55 UTC",Retired,Success
1566,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 14, 1994 05:13 UTC",Retired,Success
1567,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jul 08, 1994 23:05 UTC",Retired,Success
1568,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 08, 1994 04:43 UTC",Retired,Success
1569,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sun Jul 03, 1994 08:00 UTC",Active,Success
1570,Northrop,"Stargazer, Vandenberg AFB, California, USA","Mon Jun 27, 1994 21:15 UTC",Active,Success
1571,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Jun 24, 1994 13:50 UTC",Retired,Success
1572,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jun 17, 1994 07:07 UTC",Retired,Success
1573,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed May 25, 1994 10:14 UTC",Retired,Success
1574,Northrop,"NB-52B Carrier, Edwards AFB, California, USA","Thu May 19, 1994 17:03 UTC",Retired,Success
1575,ISRO,"SLV LP, Satish Dhawan Space Centre, India","Wed May 04, 1994 00:00 UTC",Retired,Success
1576,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue May 03, 1994 15:55 UTC",Retired,Success
1577,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 26, 1994 02:14 UTC",Retired,Success
1578,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Sat Apr 23, 1994 08:01 UTC",Retired,Success
1579,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Apr 13, 1994 06:04 UTC",Retired,Success
1580,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Apr 09, 1994 11:05 UTC",Retired,Success
1581,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Mar 19, 1994 23:45 UTC",Retired,Success
1582,Northrop,"SLC-576E, Vandenberg AFB, California, USA","Sun Mar 13, 1994 22:32 UTC",Active,Success
1583,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Mar 10, 1994 03:40 UTC",Retired,Success
1584,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Mar 04, 1994 13:53 UTC",Retired,Success
1585,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Mar 02, 1994 03:25 UTC",Retired,Success
1586,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Sat Feb 12, 1994 08:54 UTC",Retired,Success
1587,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Feb 08, 1994 08:34 UTC",Active,Success
1588,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Feb 07, 1994 21:47 UTC",Retired,Success
1589,MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Feb 03, 1994 22:20 UTC",Retired,Success
1590,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Feb 03, 1994 12:10 UTC",Retired,Success
1591,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Tue Jan 25, 1994 16:34 UTC",Retired,Success
1592,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Jan 25, 1994 00:25 UTC",Retired,Success
1593,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Jan 24, 1994 21:37 UTC",Retired,Success
1594,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 22, 1993 20:37 UTC",Retired,Success
1595,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Dec 18, 1993 01:27 UTC",Retired,Success
1596,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Dec 16, 1993 00:38 UTC",Retired,Success
1597,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Dec 08, 1993 00:48 UTC",Retired,Success
1598,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Dec 02, 1993 09:27 UTC",Retired,Success
1599,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun Nov 28, 1993 23:40 UTC",Retired,Success
1600,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Nov 20, 1993 01:17 UTC",Retired,Success
1601,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Nov 02, 1993 12:10 UTC",Retired,Success
1602,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Oct 26, 1993 17:04 UTC",Retired,Success
1603,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 26, 1993 13:00 UTC",Retired,Success
1604,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Oct 22, 1993 06:46 UTC",Retired,Success
1605,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Mon Oct 18, 1993 14:53 UTC",Retired,Success
1606,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Fri Oct 08, 1993 08:00 UTC",Active,Success
1607,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Tue Oct 05, 1993 17:56 UTC",Retired,Success
1608,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sun Sep 26, 1993 01:45 UTC",Retired,Success
1609,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Sep 20, 1993 05:12 UTC",Retired,Success
1610,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Sep 17, 1993 00:43 UTC",Retired,Success
1611,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Thu Sep 16, 1993 07:36 UTC",Retired,Success
1612,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun Sep 12, 1993 11:45 UTC",Retired,Success
1613,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Sep 03, 1993 11:17 UTC",Retired,Success
1614,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue Aug 31, 1993 04:40 UTC",Retired,Success
1615,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Mon Aug 30, 1993 12:38 UTC",Retired,Success
1616,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Aug 10, 1993 14:53 UTC",Retired,Success
1617,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Mon Aug 09, 1993 10:02 UTC",Retired,Success
1618,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 04, 1993 00:52 UTC",Retired,Success
1619,Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Mon Aug 02, 1993 19:59 UTC",Retired,Success
1620,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Jul 22, 1993 22:58 UTC",Retired,Success
1621,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Mon Jul 19, 1993 22:04 UTC",Retired,Success
1622,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Jul 07, 1993 07:15 UTC",Retired,Success
1623,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Jun 26, 1993 13:27 UTC",Retired,Success
1624,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jun 25, 1993 00:18 UTC",Retired,Success
1625,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Thu Jun 24, 1993 04:12 UTC",Retired,Success
1626,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Mon Jun 21, 1993 13:07 UTC",Retired,Success
1627,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jun 16, 1993 04:17 UTC",Retired,Success
1628,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed May 26, 1993 03:23 UTC",Retired,Success
1629,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu May 13, 1993 00:07 UTC",Retired,Success
1630,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed May 12, 1993 00:56 UTC",Retired,Success
1631,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Tue May 11, 1993 14:56 UTC",Retired,Success
1632,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Apr 28, 1993 03:39 UTC",Retired,Success
1633,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Mon Apr 26, 1993 14:50 UTC",Retired,Success
1634,Northrop,"NB-52B Carrier, Edwards AFB, California, USA","Sun Apr 25, 1993 13:56 UTC",Retired,Success
1635,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Apr 21, 1993 00:23 UTC",Retired,Success
1636,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Fri Apr 16, 1993 07:49 UTC",Retired,Success
1637,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Fri Apr 09, 1993 08:58 UTC",Retired,Success
